applicant_id,predicted_damage_amount,predicted_damage_incident,predicted_revenue,predicted_profit
2,0.0,0,2112.740230872515,2112.740230872515
3,0.0,0,2224.8490029887266,2224.8490029887266
9,0.0,0,2309.3459156970785,2309.3459156970785
10,0.0,0,3326.684684370533,3326.684684370533
17,0.0,0,2426.668743303892,2426.668743303892
21,0.0,0,1956.4096848956028,1956.4096848956028
23,0.0,0,1969.7339565306104,1969.7339565306104
26,0.0,0,1973.072258528108,1973.072258528108
27,0.0,0,2889.5812249255514,2889.5812249255514
28,0.0,0,2009.570055130661,2009.570055130661
32,0.0,0,1965.0414526103164,1965.0414526103164
33,0.0,0,2927.750684014911,2927.750684014911
40,0.0,0,2152.894763639317,2152.894763639317
45,0.0,0,2055.993945705909,2055.993945705909
47,0.0,0,4549.817352799913,4549.817352799913
50,0.0,0,3445.819595638804,3445.819595638804
52,0.0,0,2153.8755256754885,2153.8755256754885
54,0.0,0,2051.462134718268,2051.462134718268
55,0.0,0,2166.8601095050503,2166.8601095050503
57,0.0,0,2180.5997704398706,2180.5997704398706
60,0.0,0,2865.7334112053672,2865.7334112053672
64,0.0,0,1994.142941779847,1994.142941779847
66,0.0,0,2151.516285666773,2151.516285666773
68,0.0,0,2221.9824294830632,2221.9824294830632
69,0.0,0,2073.443682117634,2073.443682117634
70,0.0,0,2134.7014725189183,2134.7014725189183
73,0.0,0,2205.616842713981,2205.616842713981
74,0.0,0,1970.1431068104416,1970.1431068104416
76,100.724,1,3598.3807022343367,3497.6567022343365
77,0.0,0,2341.7308075797755,2341.7308075797755
79,0.0,0,2389.526649938459,2389.526649938459
80,0.0,0,3167.214464845595,3167.214464845595
83,0.0,0,4159.745003597785,4159.745003597785
86,0.0,0,3394.0012905051376,3394.0012905051376
87,0.0,0,3646.40396647263,3646.40396647263
92,0.0,0,1952.6742212962504,1952.6742212962504
93,0.0,0,2082.586620004144,2082.586620004144
96,0.0,0,2017.396327807665,2017.396327807665
98,0.0,0,2973.505487672311,2973.505487672311
100,0.0,0,3084.136158317453,3084.136158317453
102,0.0,0,6132.511229667523,6132.511229667523
104,0.0,0,2190.2834011220984,2190.2834011220984
105,0.0,0,2011.413467176997,2011.413467176997
106,0.0,0,2394.092206563931,2394.092206563931
107,0.0,0,2130.976051853601,2130.976051853601
117,0.0,0,1965.9950223914057,1965.9950223914057
119,0.0,0,3294.351948264991,3294.351948264991
121,0.0,0,2091.882349868007,2091.882349868007
123,0.0,0,2220.178850255061,2220.178850255061
124,0.0,0,2072.1947910952977,2072.1947910952977
126,0.0,0,2810.2046651012724,2810.2046651012724
128,0.0,0,2033.2411231598087,2033.2411231598087
134,0.0,0,2273.730647085601,2273.730647085601
141,0.0,0,2051.1524854147992,2051.1524854147992
142,0.0,0,2208.2131588557386,2208.2131588557386
145,0.0,0,2129.706550953187,2129.706550953187
148,0.0,0,2107.3224098555465,2107.3224098555465
149,0.0,0,1954.253976726168,1954.253976726168
151,0.0,0,2152.596415325398,2152.596415325398
152,0.0,0,2194.354401683696,2194.354401683696
154,0.0,0,2115.3174930912915,2115.3174930912915
155,0.0,0,2338.2912298831056,2338.2912298831056
156,0.0,0,4171.498526694659,4171.498526694659
157,0.0,0,2151.295695272283,2151.295695272283
160,0.0,0,2554.3375554555823,2554.3375554555823
162,0.0,0,2282.911592370764,2282.911592370764
164,0.0,0,2656.399780102121,2656.399780102121
165,0.0,0,2407.775993305385,2407.775993305385
167,0.0,0,1963.8282271848743,1963.8282271848743
172,0.0,0,2716.242224621618,2716.242224621618
173,0.0,0,2130.8921771657847,2130.8921771657847
176,0.0,0,2542.016704187959,2542.016704187959
177,0.0,0,2924.964914720608,2924.964914720608
180,0.0,0,2064.764204727423,2064.764204727423
181,0.0,0,4078.261670357736,4078.261670357736
183,0.0,0,1948.1760142621813,1948.1760142621813
185,0.0,0,2038.1485133268657,2038.1485133268657
186,0.0,0,2074.459823205444,2074.459823205444
192,0.0,0,3462.62756876284,3462.62756876284
193,151.62,1,2414.500344374206,2262.8803443742063
194,0.0,0,2221.457109583899,2221.457109583899
195,0.0,0,2029.3482139261607,2029.3482139261607
198,0.0,0,2121.332048845047,2121.332048845047
199,0.0,0,1946.793538162311,1946.793538162311
200,0.0,0,2038.767340207507,2038.767340207507
201,0.0,0,4439.398954238537,4439.398954238537
203,0.0,0,2321.93178457902,2321.93178457902
204,0.0,0,1997.9381154526395,1997.9381154526395
207,0.0,0,2152.4245205314746,2152.4245205314746
210,0.0,0,2056.9952565398307,2056.9952565398307
211,0.0,0,2457.653866450013,2457.653866450013
212,0.0,0,2213.085265057679,2213.085265057679
215,0.0,0,1980.731505982969,1980.731505982969
217,0.0,0,2021.2539793973751,2021.2539793973751
219,0.0,0,2119.967247558297,2119.967247558297
220,0.0,0,2041.783496198584,2041.783496198584
224,0.0,0,2047.5763836272288,2047.5763836272288
225,0.0,0,2135.726448443744,2135.726448443744
231,0.0,0,1965.6599741101004,1965.6599741101004
232,0.0,0,1948.8112790986409,1948.8112790986409
238,0.0,0,1981.314971791856,1981.314971791856
239,0.0,0,2098.119039566911,2098.119039566911
242,0.0,0,2338.8001371434084,2338.8001371434084
244,0.0,0,1994.5252302959225,1994.5252302959225
248,0.0,0,2055.199114013813,2055.199114013813
250,0.0,0,1940.42461446906,1940.42461446906
251,0.0,0,2015.0718514825176,2015.0718514825176
253,0.0,0,2186.7433309168423,2186.7433309168423
254,0.0,0,1953.2969446438733,1953.2969446438733
255,0.0,0,4051.700025509194,4051.700025509194
256,0.0,0,3062.9899456678763,3062.9899456678763
258,0.0,0,5683.38190706527,5683.38190706527
262,0.0,0,2374.0361230815424,2374.0361230815424
263,0.0,0,1975.3115075453816,1975.3115075453816
264,0.0,1,2203.5888860290743,2203.5888860290743
265,0.0,0,1970.267264799384,1970.267264799384
266,0.0,0,2417.345887011192,2417.345887011192
267,0.0,0,2223.7925473484747,2223.7925473484747
269,0.0,0,2075.48190822899,2075.48190822899
272,0.0,0,4067.9063953536606,4067.9063953536606
276,0.0,0,2183.4667359384166,2183.4667359384166
277,0.0,0,1986.1544274099529,1986.1544274099529
279,0.0,0,2584.270863827004,2584.270863827004
282,0.0,0,2055.805809429052,2055.805809429052
290,0.0,0,2262.4249954848497,2262.4249954848497
293,0.0,0,2013.407900065076,2013.407900065076
294,0.0,0,1983.1890714225976,1983.1890714225976
297,0.0,0,2111.4003215584007,2111.4003215584007
298,0.0,0,1957.076277808375,1957.076277808375
301,0.0,0,2180.5350844185537,2180.5350844185537
305,0.0,0,2184.3660383400866,2184.3660383400866
306,0.0,0,2179.297426808997,2179.297426808997
308,0.0,0,1999.592803377338,1999.592803377338
309,0.0,0,2910.6423298037244,2910.6423298037244
317,0.0,0,1945.007731540309,1945.007731540309
319,0.0,0,2400.068286344591,2400.068286344591
325,0.0,0,2170.572448782073,2170.572448782073
330,0.0,0,2121.084398216142,2121.084398216142
331,0.0,0,1983.333005023287,1983.333005023287
336,0.0,0,3221.279597233891,3221.279597233891
337,0.0,0,2034.2654245190893,2034.2654245190893
340,0.0,0,2159.2347277057,2159.2347277057
342,0.0,0,2059.2581709702554,2059.2581709702554
343,0.0,0,2761.0165532440706,2761.0165532440706
344,0.0,0,3544.678659271141,3544.678659271141
345,0.0,0,2038.1946871337948,2038.1946871337948
351,0.0,0,2043.7429947996188,2043.7429947996188
352,0.0,0,2175.560550806857,2175.560550806857
355,0.0,0,2062.978161549957,2062.978161549957
356,0.0,0,2006.8064598167016,2006.8064598167016
359,0.0,0,2036.415784740995,2036.415784740995
360,0.0,0,2155.583122900452,2155.583122900452
361,0.0,0,1957.094030828303,1957.094030828303
363,0.0,0,2562.2316052760166,2562.2316052760166
373,0.0,0,2313.569351426588,2313.569351426588
375,0.0,0,2576.952126668657,2576.952126668657
381,0.0,0,3622.039760726932,3622.039760726932
390,0.0,0,2208.403161664025,2208.403161664025
393,0.0,0,2384.6382584510275,2384.6382584510275
395,0.0,0,2007.119606171501,2007.119606171501
402,0.0,0,2016.772382207313,2016.772382207313
403,0.0,0,2022.501133939744,2022.501133939744
404,0.0,0,2133.94229163156,2133.94229163156
407,0.0,0,2637.742954501517,2637.742954501517
412,0.0,0,2088.3362211014264,2088.3362211014264
425,0.0,0,2129.1674112747096,2129.1674112747096
426,0.0,0,4348.919644878362,4348.919644878362
428,0.0,0,2012.72941119296,2012.72941119296
433,0.0,0,4929.571003830665,4929.571003830665
435,0.0,0,2187.6821881990745,2187.6821881990745
438,0.0,0,2492.096383521989,2492.096383521989
439,0.0,0,2115.567135629818,2115.567135629818
441,0.0,0,2054.17172543001,2054.17172543001
445,0.0,0,2030.497482775815,2030.497482775815
450,0.0,0,2249.1878036905327,2249.1878036905327
451,0.0,0,2256.0114455367966,2256.0114455367966
452,0.0,0,2021.0300762876584,2021.0300762876584
455,0.0,0,1953.374060648563,1953.374060648563
458,0.0,0,2126.523981331303,2126.523981331303
460,0.0,0,2358.0133357496043,2358.0133357496043
461,0.0,0,2295.265814017217,2295.265814017217
462,0.0,0,2814.09830312156,2814.09830312156
465,0.0,0,2658.073870713375,2658.073870713375
466,0.0,0,2164.4525036757504,2164.4525036757504
467,0.0,1,2103.603243473176,2103.603243473176
474,0.0,0,2424.449091706553,2424.449091706553
475,0.0,0,2831.871142734107,2831.871142734107
476,0.0,0,1967.543713563859,1967.543713563859
477,0.0,0,2720.937898332912,2720.937898332912
478,0.0,0,2187.300375526227,2187.300375526227
483,0.0,0,2308.4814858444497,2308.4814858444497
485,0.0,0,1955.199999933814,1955.199999933814
486,0.0,0,2095.2694185307664,2095.2694185307664
492,0.0,0,2467.93618753395,2467.93618753395
493,0.0,0,2126.451463867988,2126.451463867988
496,136.542,1,2341.139353159775,2204.597353159775
497,0.0,0,2827.322292288295,2827.322292288295
498,0.0,0,2738.7762384527227,2738.7762384527227
499,0.0,0,2012.2754117857444,2012.2754117857444
500,0.0,0,2197.3821546718946,2197.3821546718946
